X,Y
-4.974199,-2.5
-4.974163,-2.5
-4.974134,-2.5
-4.974134,-2.5
-4.974111,-2.5
-4.974092,-2.5
-4.974077,-2.5
-4.974065,-2.5
-4.974056,-2.5
-4.974056,-2.5
-4.974048,-2.5
-4.974042,-2.5
-4.974037,-2.5
-4.974033,-2.5
-4.97403,-2.5
-4.97403,-2.5
-4.974028,-2.5
-4.974026,-2.5
-4.974025,-2.5
-4.974025,-2.52531
-4.974025,-2.52531
-4.974025,-2.365506
-4.974025,-2.205702
-4.974025,-2.045898
-4.974025,-1.886094
-4.974025,-1.726291
-4.974025,-1.726291
-4.974025,-1.566487
-4.974025,-1.406683
-4.974025,-1.246879
-4.974025,-1.087076
-4.974025,-0.9272719
-4.974025,-0.9272719
-4.974025,-0.7674681
-4.974025,-0.6076643
-4.974025,-0.4478605
-4.974025,-0.2880567
-4.974025,-0.1282529
-4.974025,-0.1282529
-4.974025,0.03155091
-4.974025,0.1913547
-4.974025,0.3511585
-4.974025,0.5109623
-4.974025,0.6707661
-4.974025,0.6707661
-4.974025,0.8305699
-4.974025,0.9903737
-4.974025,1.150177
-4.974025,1.290644
-4.974025,1.130448
-4.974025,0.9702513
-4.974025,0.9702513
-4.974025,0.8100551
-4.974025,0.649859
-4.974025,0.4896628
-4.974025,0.3294666
-4.974025,0.1692704
-4.974025,0.1692704
-4.974025,0.009074181
-4.974025,-0.151122
-4.974025,-0.3113182
-4.974025,-0.4715144
-4.974025,-0.4715144
-4.974025,-0.6317106
-4.974025,-0.7919068
-4.974025,-0.952103
-4.974025,-1.112299
-4.974025,-1.272495
-4.974025,-1.272495
-4.974025,-1.432692
-4.974025,-1.592888
-4.974025,-1.753084
-4.974025,-1.91328
-4.974025,-2.073476
-4.974025,-2.073476
-4.974025,-2.233673
-4.974025,-2.393869
-4.974025,-2.554065
-4.974025,-2.486363
-4.974025,-2.32656
-4.974025,-2.32656
-4.974025,-2.166756
-4.974025,-2.006952
-4.974025,-1.847148
-4.974025,-1.687344
-4.974025,-1.527541
-4.974025,-1.527541
-4.974025,-1.367737
-4.974025,-1.207933
-4.974025,-1.048129
-4.974025,-0.8883255
-4.974025,-0.7285217
-4.974025,-0.5687179
-4.974025,-0.5687179
-4.974025,-0.4089141
-4.974025,-0.2491103
-4.974025,-0.0893065
-4.974025,0.07049729
-4.974025,0.07049729
-4.974025,0.2303011
-4.974025,0.3901049
-4.974025,0.5499087
-4.974025,0.7097125
-4.974025,0.8695163
-4.974025,0.8695163
-4.974025,1.02932
-4.974025,1.189124
-4.974025,1.251697
-4.974025,1.091501
-4.974025,0.9313049
-4.974025,0.7711087
-4.974025,0.7711087
-4.974025,0.6109126
-4.974025,0.4507164
-4.974025,0.2905202
-4.974025,0.130324
-4.974025,0.130324
-4.974025,-0.02987221
-4.974025,-0.1900684
-4.974025,-0.3502646
-4.974025,-0.5104608
-4.974025,-0.670657
-4.974025,-0.670657
-4.974025,-0.8308532
-4.974025,-0.9910493
-4.974025,-1.151246
-4.974025,-1.311442
-4.974025,-1.471638
-4.974025,-1.471638
-4.974025,-1.631834
-4.974025,-1.79203
-4.974025,-1.952227
-4.974025,-2.112423
-4.974025,-2.272619
-4.974025,-2.272619
-4.974025,-2.432815
-4.974025,-2.593012
-5.018797,-2.432815
-5.061865,-2.278917
-5.099293,-2.125032
-5.099293,-2.125032
-5.131421,-1.969761
-5.163841,-1.813276
-5.190627,-1.656799
-5.211955,-1.49929
-5.22776,-1.340933
-5.22776,-1.340933
-5.237995,-1.18192
-5.248271,-1.022447
-5.252914,-0.8629739
-5.251932,-0.7032379
-5.245313,-0.5434371
-5.245313,-0.5434371
-5.233063,-0.3837704
-5.220823,-0.2244354
-5.202953,-0.06510162
-5.179508,0.09370519
-5.150533,0.2517934
-5.150533,0.2517934
-5.119137,0.4089757
-5.087797,0.5656801
-5.05083,0.722377
-5.008507,0.877906
-4.960917,1.032096
-4.908159,1.184783
-4.908159,1.184783
-4.850338,1.335814
-4.793132,1.485041
-4.730306,1.634244
-4.662662,1.781508
-4.662662,1.781508
-4.590331,1.926707
-4.518989,2.069725
-4.442036,2.212704
-4.360679,2.353397
-4.275062,2.491711
-4.185333,2.62756
-4.185333,2.62756
-4.09164,2.76087
-3.999638,2.891577
-3.902619,3.02222
-3.801729,3.150476
-3.801729,3.150476
-3.697318,3.276035
-3.595017,3.398861
-3.48714,3.521607
-3.376043,3.641593
-3.264377,3.758798
-3.264377,3.758798
-3.14855,3.874444
-3.035324,3.987296
-2.922,4.094597
-2.805818,4.198962
-2.686789,4.300247
-2.686789,4.300247
-2.564935,4.398306
-2.496916,4.298193
-2.405303,4.165652
-2.312632,4.033838
-2.218916,3.902752
-2.218916,3.902752
-2.12417,3.772397
-2.030101,3.642776
-1.934436,3.513087
-1.837768,3.384131
-1.837768,3.384131
-1.740113,3.255912
-1.643169,3.128429
-1.544637,3.000875
-1.445145,2.874057
-1.344708,2.747977
-1.243337,2.622636
-1.243337,2.622636
-1.141047,2.498034
-1.039525,2.374171
-1.062949,2.269096
-1.183059,2.161827
-1.302395,2.049185
-1.302395,2.049185
-1.418749,1.933301
-1.532114,1.820196
-1.645381,1.701144
-1.749822,1.58503
-1.850984,1.465875
-1.850984,1.465875
-1.948576,1.343708
-2.048438,1.218502
-2.142385,1.093219
-2.232561,0.9650156
-2.318801,0.8339502
-2.318801,0.8339502
-2.400948,0.7000936
-2.484636,0.563529
-2.562444,0.4269108
-2.635842,0.2876821
-2.704677,0.1459491
-2.768804,0.001829222
-2.768804,0.001829222
-2.828081,-0.1445492
-2.888136,-0.293047
-2.944576,-0.4415723
-2.995659,-0.5913339
-2.995659,-0.5913339
-3.041568,-0.7429629
-3.087933,-0.8962939
-3.128511,-1.049641
