X,Y
5.425231,-2.5
5.42523,-2.5
5.42523,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.5
5.425229,-2.536297
5.425229,-2.376493
5.425229,-2.376493
5.425229,-2.216689
5.425229,-2.056885
5.425229,-1.897081
5.425229,-1.737278
5.425229,-1.577474
5.425229,-1.577474
5.425229,-1.41767
5.425229,-1.257867
5.425229,-1.098063
5.425229,-0.9382589
5.425229,-0.7784551
5.425229,-0.6186513
5.425229,-0.6186513
5.425229,-0.4588475
5.425229,-0.2990437
5.425229,-0.1392399
5.425229,0.02056387
5.425229,0.1803677
5.425229,0.1803677
5.425229,0.3401715
5.425229,0.4999753
5.425229,0.6597791
5.425229,0.8195829
5.425229,0.9793867
5.425229,0.9793867
5.425229,1.13919
5.425229,1.298994
5.425229,1.458798
5.425229,1.618602
5.425229,1.618602
5.425229,1.778405
5.425229,1.938209
5.425229,2.098013
5.425229,2.257817
5.324224,2.278177
5.167441,2.246053
5.167441,2.246053
5.010698,2.218576
4.853101,2.190754
4.695537,2.167567
4.537242,2.148896
4.537242,2.148896
4.378344,2.134773
4.218972,2.120411
4.059618,2.110662
3.899916,2.105497
3.74,2.101756
3.580044,2.102608
3.580044,2.102608
3.420046,2.108052
3.260139,2.113296
3.100224,2.123122
2.940526,2.13751
2.781171,2.156437
2.781171,2.156437
2.622288,2.179873
2.464,2.203025
2.305685,2.230739
2.148082,2.26288
1.991308,2.299397
1.991308,2.299397
1.83548,2.33797
1.680167,2.376219
1.524809,2.419011
1.370554,2.466028
1.217505,2.517199
1.217505,2.517199
1.065762,2.572451
1.083957,2.604206
1.243491,2.614382
1.403167,2.625111
1.562807,2.636384
1.562807,2.636384
1.72241,2.648198
1.881973,2.659812
2.041551,2.671973
2.201088,2.684674
2.360584,2.697914
2.360584,2.697914
2.520035,2.711694
2.679441,2.725273
2.838864,2.739393
2.99824,2.753796
3.15759,2.768733
3.15759,2.768733
3.316892,2.784204
3.476143,2.799474
3.635412,2.815035
3.794654,2.831129
3.953843,2.847752
3.953843,2.847752
4.112978,2.864904
4.272056,2.881855
4.431156,2.899339
4.590198,2.91735
4.590198,2.91735
4.749182,2.935884
4.908105,2.954215
5.067051,2.973078
5.225936,2.992462
5.384759,3.012367
5.543517,3.032792
5.543517,3.032792
5.702209,3.053734
5.860834,3.074471
6.019484,3.095737
6.178066,3.117518
6.336577,3.139814
6.336577,3.139814
6.495018,3.162624
6.653385,3.185227
6.81178,3.208357
6.970101,3.231997
7.128346,3.256148
7.128346,3.256148
7.286515,3.280807
7.444606,3.305257
7.602726,3.330229
7.760767,3.355707
7.918727,3.381408
7.918727,3.381408
8.076651,3.407618
7.91881,3.433618
7.760937,3.458716
7.602921,3.48293
7.602921,3.48293
7.286613,3.529396
7.286613,3.529396
7.128298,3.552358
6.969955,3.575128
6.811584,3.597
6.653089,3.617985
6.653089,3.617985
6.494473,3.638086
6.335742,3.658005
6.176988,3.677027
6.176988,3.677027
5.859261,3.713098
5.859261,3.713098
5.700271,3.730854
5.541259,3.748415
5.382226,3.765083
5.223098,3.780864
5.063879,3.795758
5.063879,3.795758
4.904575,3.809765
4.74519,3.823583
4.585788,3.836511
4.426311,3.848553
4.266766,3.859709
4.266766,3.859709
4.107155,3.86998
3.947485,3.880058
3.787803,3.889246
3.628067,3.89755
3.468283,3.904968
3.468283,3.904968
3.308455,3.9115
3.148589,3.917837
2.988714,3.923288
2.828807,3.927854
2.828807,3.927854
2.668872,3.931536
2.508915,3.935023
2.348953,3.937627
2.188974,3.939349
2.028983,3.940189
1.868985,3.940147
1.868985,3.940147
1.708985,3.939224
1.548988,3.938105
1.388992,3.936106
1.229004,3.933228
1.06903,3.929472
1.06903,3.929472
0.9090744,3.924838
0.7491415,3.920009
0.5892143,3.914303
0.429316,3.907724
0.2694513,3.900272
0.2694513,3.900272
-0.05020159,3.883428
-0.05020159,3.883428
-0.2099747,3.874714
-0.3697373,3.865805
-0.5294891,3.856025
-0.5294891,3.856025
-0.6891901,3.845379
-0.8488358,3.83454
-1.008468,3.822833
-1.16804,3.810261
-1.327546,3.796828
-1.327546,3.796828
-1.486981,3.782918
-1.646376,3.768815
-1.805753,3.753847
-1.965052,3.73802
-1.965052,3.73802
-2.124268,3.721337
-2.283397,3.704468
-2.442505,3.686737
-2.601521,3.668154
-2.76044,3.64872
-2.76044,3.64872
-2.919256,3.628437
-3.077967,3.607971
-3.236654,3.586649
-3.395228,3.564483
-3.553688,3.541475
-3.553688,3.541475
-3.712027,3.517626
-3.870243,3.493601
-4.02843,3.468724
-4.186487,3.443012
-4.344411,3.416468
-4.344411,3.416468
-4.502198,3.389093
-4.659842,3.361546
-4.817454,3.333153
-4.97492,3.304197
-5.132281,3.274408
-5.289489,3.243797
-5.289489,3.243797
-5.284159,3.346539
-5.229506,3.496719
-5.178811,3.646876
-5.131648,3.798273
-5.131648,3.798273
-5.088071,3.950836
-5.044127,4.104487
-5.004135,4.258123
-4.967828,4.38689
-4.927262,4.230929
