X,Y
0.04912397,-2.536101
0.04912397,-2.536297
0.04911447,-2.536493
0.04910687,-2.536689
0.04910079,-2.536885
0.04909592,-2.5
0.04909203,-2.537082
0.04909203,-2.537278
0.04908892,-2.537474
0.04908643,-2.53767
0.04908444,-2.537867
0.04908284,-2.5
0.04908157,-2.538063
0.04908157,-2.538259
0.04908055,-2.538455
0.04907973,-2.538651
0.04907908,-2.538847
0.04907856,-2.5
0.04907814,-2.539044
0.04907814,-2.53924
0.04907781,-2.539436
0.04907754,-2.539632
0.04907732,-2.539829
0.04907715,-2.5
0.04907702,-2.540025
0.04907702,-2.540221
0.04907691,-2.540417
0.04907691,-2.380613
0.04907691,-2.220809
0.04907691,-2.220809
0.04907691,-2.061006
0.04907691,-1.901202
0.04907691,-1.741398
0.04907691,-1.581594
0.04907691,-1.581594
0.04907691,-1.421791
0.04907691,-1.261987
0.04907691,-1.102183
0.04907691,-0.9423793
0.04907691,-0.7825755
0.04907691,-0.6227717
0.04907691,-0.6227717
0.04907691,-0.4629679
0.04907691,-0.3031641
0.04907691,-0.1433603
0.04907691,0.01644352
0.04907691,0.1762473
0.04907691,0.1762473
0.04907691,0.3360511
0.04907691,0.4958549
0.04907691,0.6556587
0.04907691,0.8154625
0.04907691,0.9752663
0.04907691,0.9752663
0.04907691,1.13507
0.04907691,1.294874
0.04907691,1.454678
0.04907691,1.614481
0.04907691,1.774285
0.04907691,1.774285
0.04907691,1.934089
0.04907691,1.806733
0.04907691,1.646536
0.04907691,1.48634
0.04907691,1.48634
0.04907691,1.326144
0.04907691,1.165948
0.04907691,1.005752
0.04907691,0.8455554
0.04907691,0.6853592
0.04907691,0.5251631
0.04907691,0.5251631
0.04907691,0.3649669
0.04907691,0.2047707
0.04907691,0.04457447
0.04907691,-0.1156217
0.04907691,-0.2758179
0.04907691,-0.2758179
0.04907691,-0.4360141
0.04907691,-0.5962103
0.04907691,-0.7564065
0.04907691,-0.9166027
0.04907691,-0.9166027
0.04907691,-1.076799
0.04907691,-1.236995
0.04907691,-1.397191
0.04907691,-1.557387
0.04907691,-1.717584
0.04907691,-1.717584
0.04907691,-1.87778
0.04907691,-2.037976
0.04907691,-2.198172
0.04907691,-2.358369
0.04907691,-2.518565
0.04907691,-2.518565
0.08466795,-2.521864
0.1541995,-2.377958
0.2197039,-2.234089
0.2752123,-2.088669
0.3227451,-1.939385
0.3612431,-1.787123
0.3612431,-1.787123
0.391746,-1.6322
0.4226553,-1.47541
0.4435751,-1.318628
0.4555367,-1.16023
0.4570836,-1.00088
0.4570836,-1.00088
0.4481355,-0.8410839
0.4391899,-0.6815304
0.421324,-0.5219774
0.3932767,-0.3631673
0.3548872,-0.2058019
0.3548872,-0.2058019
0.3082977,-0.05055661
0.2623077,0.1024951
0.2070289,0.2555305
0.1439785,0.4058179
0.07134402,0.5531634
0.07134402,0.5531634
-0.008191995,0.6964778
-0.08583287,0.8361812
-0.1724611,0.9758383
-0.2659521,1.111609
-0.2659521,1.111609
-0.3666228,1.243192
-0.4638443,1.37007
-0.5704992,1.496876
-0.6837467,1.619127
-0.8017722,1.736308
-0.915315,1.839985
-0.915315,1.839985
-1.033468,1.93913
-1.156034,2.041781
-1.278697,2.135264
-1.405953,2.221606
-1.538354,2.302067
-1.538354,2.302067
