X,Y
-4.301328,-2.5
-4.300478,-2.5
-4.299797,-2.5
-4.299252,-2.5
-4.298816,-2.5
-4.298468,-2.5
-4.298468,-2.5
-4.298189,-2.5
-4.297966,-2.5
-4.297787,-2.5
-4.297645,-2.5
-4.297531,-2.5
-4.297439,-2.5
-4.297439,-2.5
-4.297366,-2.5
-4.297307,-2.5
-4.297261,-2.5
-4.297224,-2.5
-4.297194,-2.5
-4.297194,-2.54493
-4.297194,-2.475983
-4.297193,-2.564446
-4.297187,-2.404642
-4.297182,-2.244838
-4.297182,-2.244838
-4.297177,-2.085034
-4.29717,-2.181483
-4.297163,-2.341679
-4.297157,-2.501876
-4.297157,-2.501876
-4.297152,-2.538553
-4.297148,-2.378749
-4.297145,-2.218945
-4.297142,-2.059141
-4.297138,-1.899338
-4.297135,-1.739534
-4.297135,-1.739534
-4.297132,-1.57973
-4.297128,-1.419926
-4.297125,-1.260123
-4.297122,-1.100319
-4.297119,-1.030445
-4.297119,-1.030445
-4.297116,-1.190642
-4.297114,-1.350838
-4.297112,-1.511034
-4.297109,-1.67123
-4.297107,-1.831426
-4.297107,-1.831426
-4.297102,-2.152015
-4.297102,-2.152015
-4.2971,-2.312211
-4.297097,-2.472408
-4.297095,-2.568021
-4.297095,-2.568021
-4.297094,-2.408217
-4.297093,-2.248413
-4.297092,-2.088609
-4.297091,-1.928806
-4.297091,-1.769002
-4.297091,-1.769002
-4.29709,-1.609198
-4.297089,-1.449394
-4.297088,-1.289591
-4.297087,-1.129787
-4.297087,-1.129787
-4.297086,-0.9699832
-4.297084,-0.6505718
-4.297084,-0.6505718
-4.297083,-0.490768
-4.297082,-0.3309641
-4.297082,-0.3309641
-4.297081,-0.1711604
-4.297081,-0.1481445
-4.29708,-0.3083407
-4.29708,-0.4685369
-4.297079,-0.628733
-4.297079,-0.7889292
-4.297079,-0.7889292
-4.297078,-0.9491254
-4.297078,-1.109322
-4.297077,-1.269518
-4.297077,-1.429714
-4.297076,-1.58991
-4.297076,-1.58991
-4.297076,-1.750106
-4.297075,-1.910303
-4.297075,-2.070499
-4.297074,-2.230695
-4.297074,-2.390891
-4.297074,-2.390891
-4.297073,-2.551088
-4.297073,-2.489341
-4.297073,-2.329537
-4.297073,-2.169733
-4.297073,-2.169733
-4.297073,-2.009929
-4.297073,-1.850126
-4.297073,-1.690322
-4.297073,-1.530518
-4.297073,-1.370714
-4.297073,-1.210911
-4.297073,-1.210911
-4.297073,-1.051107
-4.297073,-0.8913031
-4.297073,-0.7314993
-4.297073,-0.5716955
-4.297073,-0.4118917
-4.297073,-0.4118917
-4.297073,-0.2520879
-4.297073,-0.0922841
-4.297073,0.06751969
-4.297073,0.2273235
-4.286273,0.3239855
-4.286273,0.3239855
-4.234227,0.1724906
-4.182242,0.02097496
-4.128968,-0.1305614
-4.074553,-0.2817013
-4.01901,-0.4324381
-4.01901,-0.4324381
-3.962344,-0.5827662
-3.905909,-0.7326791
-3.848198,-0.8826164
-3.790231,-1.032134
-3.731056,-1.181511
-3.731056,-1.181511
-3.67079,-1.33046
-3.610779,-1.478976
-3.549502,-1.627519
-3.487153,-1.775624
-3.42374,-1.923286
-3.42374,-1.923286
-3.359273,-2.070499
-3.29509,-2.217258
-3.229652,-2.364048
-3.163177,-2.510381
-3.163177,-2.510381
-3.090173,-2.544374
-3.092358,-2.591926
-3.101911,-2.438981
-3.115231,-2.279488
-3.1319,-2.120239
-3.154677,-1.961305
-3.154677,-1.961305
-3.18349,-1.803119
-3.212161,-1.645905
-3.246972,-1.488698
-3.28766,-1.332678
-3.334126,-1.178052
-3.334126,-1.178052
-3.386258,-1.025017
-3.437851,-0.8737603
-3.495578,-0.7225236
-3.559086,-0.5732386
-3.62778,-0.426204
-3.62778,-0.426204
-3.701559,-0.2814404
-3.774211,-0.1390827
-3.852985,0.003234476
-3.936506,0.143025
-3.936506,0.143025
-4.024601,0.2801806
-4.111068,0.4146073
-4.203643,0.5489767
-4.30043,0.6805373
-4.40125,0.8092212
-4.505928,0.9349732
-4.505928,0.9349732
-4.614284,1.057748
-4.720157,1.177514
-4.832109,1.297193
-4.947388,1.413844
-5.065823,1.527452
-5.065823,1.527452
-5.08775,1.651064
-5.025599,1.660917
-4.948224,1.517313
-4.867499,1.376262
-4.785221,1.2372
-4.785221,1.2372
-4.698927,1.099301
-4.614051,0.9634727
-4.524455,0.827589
-4.431572,0.6938162
-4.431572,0.6938162
-4.239467,0.4303747
-4.239467,0.4303747
-4.145241,0.3008669
-4.051109,0.1712911
-3.952289,0.04164758
-3.850518,-0.08579683
-3.850518,-0.08579683
-3.745905,-0.2110206
-3.643325,-0.3340068
-3.53608,-0.4570734
-3.426204,-0.5778943
-3.31619,-0.6964621
-3.31619,-0.6964621
-3.199716,-0.8139469
-3.087069,-0.9277681
-2.969781,-1.041686
-2.855007,-1.148624
-2.737944,-1.25316
-2.618602,-1.355202
-2.618602,-1.355202
-2.496995,-1.454657
-2.373141,-1.556145
-2.249382,-1.653041
-2.123402,-1.747168
-2.123402,-1.747168
-1.995227,-1.838429
-1.86489,-1.931427
-1.734645,-2.019864
-1.602276,-2.105252
-1.602276,-2.105252
-1.467823,-2.187499
-1.331334,-2.271187
-1.194933,-2.350345
-1.056548,-2.426183
-0.916237,-2.49861
-0.7740609,-2.567536
-0.7740609,-2.567536
-0.6292208,-2.567751
-0.4831773,-2.502592
-0.3370607,-2.432695
-0.192725,-2.35895
-0.0502449,-2.281457
-0.0502449,-2.281457
0.09031095,-2.20032
0.2288808,-2.120527
0.3675356,-2.036003
0.5041527,-1.948045
0.6386815,-1.856759
0.6386815,-1.856759
0.7710783,-1.762253
0.9013053,-1.669493
1.031625,-1.57201
1.159746,-1.47152
1.285641,-1.368128
1.285641,-1.368128
1.409288,-1.26194
1.53067,-1.157893
1.652148,-1.049131
1.771352,-0.9377784
1.65443,-0.8875902
1.65443,-0.8875902
1.507403,-0.8214302
1.361495,-0.7559699
1.215513,-0.6874341
1.07068,-0.6163979
0.9270286,-0.5429044
0.9270286,-0.5429044
0.7845878,-0.4669955
0.6433868,-0.3919435
0.5021045,-0.3138205
0.3620852,-0.2333713
0.2233536,-0.1506406
0.2233536,-0.1506406
0.08593315,-0.06567366
-0.05015483,0.01827322
-0.1863306,0.1052848
-0.2768641,0.2219118
-0.2768641,0.2219118
-0.3735597,0.3481045
-0.4708756,0.4749107
-0.5668736,0.6016442
-0.6620722,0.7289886
-0.756462,0.8569419
-0.8500357,0.9855025
-0.8500357,0.9855025
-0.7729263,1.010456
-0.6141817,0.990256
-0.4554616,0.971239
-0.2965978,0.9548658
-0.1374409,0.941121
-0.1374409,0.941121
0.1813724,0.9187042
0.1813724,0.9187042
0.3409715,0.9071878
0.5005566,0.8954763
0.6601275,0.8864108
