X,Y
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.5
-5.478188,-2.528841
-5.478188,-2.369037
-5.478188,-2.209234
-5.478188,-2.04943
-5.478188,-1.889626
-5.478188,-1.729822
-5.478188,-1.729822
-5.478188,-1.570018
-5.478188,-1.410215
-5.478188,-1.250411
-5.478188,-1.090607
-5.478188,-1.090607
-5.478188,-0.9308034
-5.478188,-0.7709996
-5.478188,-0.6111957
-5.478188,-0.4513919
-5.478188,-0.2915881
-5.478188,-0.2915881
-5.478188,-0.1317843
-5.478188,0.02801946
-5.478188,0.1878233
-5.478188,0.347627
-5.478188,0.5074309
-5.478188,0.5074309
-5.478188,0.6672347
-5.478188,0.8270385
-5.478188,0.9868423
-5.478188,1.146646
-5.478188,1.30645
-5.478188,1.30645
-5.478188,1.466254
-5.478188,1.626057
-5.478188,1.785861
-5.478188,1.945665
-5.478188,1.785861
-5.478188,1.785861
-5.478188,1.625665
-5.478188,1.465469
-5.478188,1.305272
-5.478188,1.145076
-5.478188,0.9848801
-5.478188,0.9848801
-5.478188,0.8246839
-5.478188,0.6644877
-5.478188,0.5042915
-5.478188,0.3440953
-5.478188,0.1838991
-5.478188,0.1838991
-5.478188,0.02370295
-5.478188,-0.1364933
-5.478188,-0.2966895
-5.478188,-0.4568856
-5.478188,-0.6170818
-5.478188,-0.6170818
-5.478188,-0.777278
-5.478188,-0.9374742
-5.478188,-1.09767
-5.478188,-1.257867
-5.478188,-1.418063
-5.478188,-1.418063
-5.478188,-1.578259
-5.478188,-1.738455
-5.478188,-1.898651
-5.478188,-2.058848
-5.478188,-2.219044
-5.478188,-2.219044
-5.478188,-2.37924
-5.478188,-2.539437
-5.513619,-2.500992
-5.569722,-2.351347
-5.625889,-2.201725
-5.625889,-2.201725
-5.666018,-2.052129
-5.707472,-1.897788
-5.748975,-1.743461
-5.783594,-1.589147
-5.811161,-1.433223
-5.811161,-1.433223
-5.823665,-1.275863
-5.836339,-1.116562
-5.849029,-0.9572622
-5.854768,-0.7979637
-5.850508,-0.6382636
-5.850508,-0.6382636
-5.831379,-0.4785168
-5.812357,-0.3198478
-5.793311,-0.1611816
-5.766459,-0.002518192
-5.766459,-0.002518192
-5.727319,0.1550424
-5.688744,0.3101266
-5.650124,0.4651994
-5.60419,0.6202608
-5.550893,0.7734751
-5.491019,0.9243969
-5.491019,0.9243969
-5.416793,1.072924
-5.345268,1.215851
-5.273664,1.358739
-5.195095,1.501587
-5.111866,1.641584
-5.111866,1.641584
-5.013459,1.778919
-4.920266,1.90878
-4.82698,2.038575
-4.726328,2.168304
-4.619804,2.294521
-4.619804,2.294521
-4.504246,2.416598
-4.394254,2.532598
-4.284164,2.648507
-4.168341,2.764322
-4.168341,2.764322
-4.055199,2.86261
-3.813625,3.071883
-3.813625,3.071883
-3.692643,3.172033
-3.569394,3.273864
-3.446048,3.375579
-3.446048,3.375579
-3.322606,3.46313
-3.192098,3.555495
-3.061498,3.64773
-3.169039,3.731983
-3.303517,3.825481
-3.303517,3.825481
-3.434886,3.931572
-3.559363,4.031901
-3.683987,4.068514
-3.80873,3.974019
-3.936269,3.886252
-3.936269,3.886252
-4.068075,3.80978
-4.206469,3.72929
-4.344777,3.648653
-4.483,3.573542
-4.623585,3.506555
-4.623585,3.506555
-4.768026,3.451025
-4.91737,3.393415
-5.066648,3.335634
-5.21586,3.283597
-5.21586,3.283597
-5.366937,3.245593
-5.522102,3.206364
-5.677222,3.16695
-5.832294,3.134068
-5.988814,3.106274
-6.14635,3.087327
-6.14635,3.087327
-6.305205,3.080464
-6.465056,3.073362
-6.624899,3.066064
-6.784732,3.067786
-6.944723,3.075279
-6.944723,3.075279
-7.104548,3.096752
-7.263123,3.117861
-7.421724,3.138777
-7.58035,3.167842
-7.58035,3.167842
-7.737731,3.209717
-7.892351,3.250662
