X,Y
-4.221887,-2.5
-4.222588,-2.5
-4.222588,-2.5
-4.223148,-2.5
-4.223597,-2.5
-4.223956,-2.5
-4.224243,-2.5
-4.224473,-2.5
-4.224657,-2.5
-4.224657,-2.5
-4.224803,-2.5
-4.224921,-2.5
-4.225015,-2.5
-4.225091,-2.5
-4.225151,-2.5
-4.225151,-2.5
-4.225199,-2.5
-4.225237,-2.5
-4.225268,-2.5
-4.225268,-2.531392
-4.225268,-2.531392
-4.225268,-2.371588
-4.225268,-2.211784
-4.225268,-2.05198
-4.225268,-1.892177
-4.225268,-1.732373
-4.225268,-1.732373
-4.225268,-1.572569
-4.225268,-1.412765
-4.225268,-1.252962
-4.225268,-1.093158
-4.225268,-0.933354
-4.225268,-0.933354
-4.225268,-0.7735502
-4.225268,-0.6137463
-4.225268,-0.4539425
-4.225268,-0.2941387
-4.225268,-0.1343349
-4.225268,-0.1343349
-4.225268,0.02546886
-4.225268,0.1852726
-4.225268,0.3450764
-4.225268,0.5048802
-4.225268,0.6646841
-4.225268,0.6646841
-4.225268,0.8244879
-4.225268,0.9842917
-4.225268,1.144095
-4.225268,1.303899
-4.225268,1.463703
-4.225268,1.623507
-4.225268,1.623507
-4.225268,1.78331
-4.225268,1.943114
-4.225268,2.102918
-4.225268,2.262722
-4.225268,2.262722
-4.225268,2.422526
-4.225268,2.58233
-4.225268,2.742133
-4.225268,2.901937
-4.205268,3.061741
-4.205268,3.061741
-4.165399,3.220306
-4.106383,3.37528
-4.029442,3.524609
-3.936158,3.666643
-3.828325,3.800183
-3.707806,3.924469
-3.707806,3.924469
-3.576422,4.039137
-3.435877,4.144149
-3.287704,4.239722
-3.133247,4.326251
-3.133247,4.326251
-2.993659,4.404254
-2.853987,4.317271
-2.714232,4.239175
-2.57456,4.160929
-2.434972,4.082533
-2.295467,4.003989
-2.156046,3.925295
-2.156046,3.925295
-2.016709,3.846453
-1.877456,3.767462
-1.738288,3.688322
-1.738288,3.688322
-1.599203,3.609034
-1.460203,3.529598
-1.321287,3.450014
-1.182456,3.370282
-1.04371,3.290403
-0.9050479,3.210376
-0.9050479,3.210376
-0.766471,3.130202
-0.627979,3.049881
-0.5171587,3.076322
-0.3962263,3.180889
-0.2751966,3.279589
-0.2751966,3.279589
-0.1512008,3.374763
-0.02427858,3.471987
0.1027384,3.56335
0.2326271,3.650851
0.3653252,3.734321
0.3653252,3.734321
0.5007595,3.813596
0.6388435,3.894226
0.777013,3.969
0.9177285,4.039251
1.06088,4.104825
1.06088,4.104825
1.206345,4.165571
1.353989,4.22703
1.501702,4.282643
1.651441,4.333147
1.80305,4.378416
1.80305,4.378416
1.956361,4.381332
2.111201,4.340828
2.265993,4.294487
2.419271,4.242758
2.57087,4.185756
2.720634,4.123614
2.720634,4.123614
2.868417,4.056466
3.014085,3.990083
3.15968,3.917919
3.303036,3.841055
3.303036,3.841055
3.444046,3.759647
3.562612,3.679454
3.675144,3.584022
3.777172,3.47475
3.86078,3.357606
3.86078,3.357606
3.928151,3.227178
3.98158,3.084826
4.012235,2.934833
4.019745,2.777878
4.001835,2.617864
4.001835,2.617864
3.978485,2.458661
3.955266,2.300158
3.926534,2.141652
3.892462,1.984021
3.856809,1.827436
3.815762,1.651233
3.815762,1.651233
3.773943,1.475209
3.736961,1.299346
3.698528,1.122574
3.659032,0.9460307
3.618604,0.7696941
3.618604,0.7696941
3.577358,0.5935442
3.540881,0.4175616
3.502926,0.2606956
3.459825,0.1049868
3.411671,-0.04941079
3.411671,-0.04941079
3.358569,-0.2023507
3.306089,-0.3536953
3.248219,-0.505061
3.185634,-0.654707
3.118458,-0.802514
3.118458,-0.802514
3.046821,-0.9483722
2.976286,-1.092182
2.900402,-1.23603
2.820328,-1.377742
2.736202,-1.517238
2.648166,-1.654448
2.648166,-1.654448
2.556359,-1.789308
2.466321,-1.921766
2.370982,-2.054286
2.370982,-2.054286
2.272154,-2.184363
2.175359,-2.311959
2.073283,-2.439627
1.967995,-2.56479
1.905107,-2.513198
1.854313,-2.36154
1.854313,-2.36154
1.802992,-2.21002
1.751664,-2.058673
1.697083,-1.907346
1.639609,-1.757033
1.57928,-1.607781
1.516137,-1.459637
1.516137,-1.459637
1.450223,-1.312646
1.384757,-1.166848
1.316044,-1.021084
1.24465,-0.8765538
1.24465,-0.8765538
1.170619,-0.7332978
1.097164,-0.591352
1.03461,-0.4635898
0.9752386,-0.3342275
0.9194859,-0.2031498
0.8678523,-0.07025327
0.820901,0.06454745
0.820901,0.06454745
0.7792717,0.2013063
0.7468208,0.3400336
0.7213817,0.4814896
0.7040681,0.624625
0.6958645,0.7351782
0.6958645,0.7351782
0.7040684,0.5610971
0.7257424,0.3869361
0.7627664,0.2138226
0.81349,0.04302254
0.81349,0.04302254
0.8763001,-0.124695
0.9465562,-0.2888707
1.026756,-0.4503062
1.11397,-0.6079363
1.209482,-0.7622746
1.209482,-0.7622746
1.310923,-0.9126675
1.400394,-1.04551
1.492869,-1.178413
1.587346,-1.309945
